Left,Right,Date
UT Martin Skyhawks,Illinois State Redbirds,12/10/2016
Saint Joseph's Hawks,Illinois State Redbirds,12/18/2016
San Francisco Dons,Illinois State Redbirds,12/23/2016
Loyola Chicago Ramblers,Illinois State Redbirds,1/1/2017
Missouri State Bears,Illinois State Redbirds,1/4/2017
Indiana State Sycamores,Illinois State Redbirds,1/7/2017
Southern Illinois Salukis,Illinois State Redbirds,1/11/2017
Wichita State Shockers,Illinois State Redbirds,1/14/2017
Indiana State Sycamores,Illinois State Redbirds,1/25/2017
UNI Panthers,Illinois State Redbirds,2/1/2017
Wichita State Shockers,Illinois State Redbirds,2/4/2017
Missouri State Bears,Illinois State Redbirds,2/15/2017
Loyola Chicago Ramblers,Illinois State Redbirds,2/19/2017
Southern Illinois Salukis,Illinois State Redbirds,2/22/2017
UNI Panthers,Illinois State Redbirds,2/25/2017
Southern Illinois Salukis,Illinois State Redbirds,3/4/2017
St. Edward's,Incarnate Word Cardinals,11/15/2016
Howard Payne,Incarnate Word Cardinals,11/21/2016
LIU Brooklyn Blackbirds,Incarnate Word Cardinals,12/3/2016
Texas Lutheran,Incarnate Word Cardinals,12/7/2016
Tex. A&M Int'l,Incarnate Word Cardinals,12/10/2016
UNLV Runnin' Rebels,Incarnate Word Cardinals,12/14/2016
Loyola Marymount Lions,Incarnate Word Cardinals,12/17/2016
Nicholls Colonels,Incarnate Word Cardinals,12/31/2016
Southeastern Louisiana Lions,Incarnate Word Cardinals,1/2/2017
Northwestern State Demons,Incarnate Word Cardinals,1/5/2017
New Orleans Privateers,Incarnate Word Cardinals,1/7/2017
Lamar Cardinals,Incarnate Word Cardinals,1/11/2017
Stephen F. Austin Lumberjacks,Incarnate Word Cardinals,1/21/2017
McNeese State Cowboys,Incarnate Word Cardinals,2/2/2017
Stephen F. Austin Lumberjacks,Incarnate Word Cardinals,2/9/2017
Sam Houston State Bearkats,Incarnate Word Cardinals,2/11/2017
Texas A&M-Corpus Christi Islanders,Incarnate Word Cardinals,2/15/2017
Sam Houston State Bearkats,Incarnate Word Cardinals,2/18/2017
Nicholls Colonels,Incarnate Word Cardinals,2/23/2017
Texas A&M-Corpus Christi Islanders,Incarnate Word Cardinals,3/4/2017
Northern Illinois Huskies,Indiana State Sycamores,11/11/2016
Mo.-St. Louis,Indiana State Sycamores,11/19/2016
Quinnipiac Bobcats,Indiana State Sycamores,11/27/2016
Northern Illinois Huskies,Indiana State Sycamores,11/30/2016
Utah State Aggies,Indiana State Sycamores,12/3/2016
Valparaiso Crusaders,Indiana State Sycamores,12/17/2016
Wichita State Shockers,Indiana State Sycamores,12/28/2016
Missouri State Bears,Indiana State Sycamores,12/31/2016
Southern Illinois Salukis,Indiana State Sycamores,1/4/2017
Missouri State Bears,Indiana State Sycamores,1/18/2017
Wichita State Shockers,Indiana State Sycamores,1/21/2017
Loyola Chicago Ramblers,Indiana State Sycamores,1/28/2017
UNI Panthers,Indiana State Sycamores,2/4/2017
Loyola Chicago Ramblers,Indiana State Sycamores,2/15/2017
Southern Illinois Salukis,Indiana State Sycamores,2/19/2017
UNI Panthers,Indiana State Sycamores,2/22/2017
Nevada Wolf Pack,Iona Gaels,11/20/2016
Weber State Wildcats,Iona Gaels,11/25/2016
Nevada Wolf Pack,Iona Gaels,11/26/2016
Saint Peter's Peacocks,Iona Gaels,12/2/2016
Niagara Purple Eagles,Iona Gaels,12/4/2016
Ohio Bobcats,Iona Gaels,12/10/2016
NJIT Highlanders,Iona Gaels,12/14/2016
UC Santa Barbara Gauchos,Iona Gaels,12/21/2016
Towson Tigers,Iona Gaels,12/22/2016
Marist Red Foxes,Iona Gaels,12/31/2016
Monmouth Hawks,Iona Gaels,1/6/2017
Quinnipiac Bobcats,Iona Gaels,1/14/2017
Manhattan Jaspers,Iona Gaels,1/17/2017
Quinnipiac Bobcats,Iona Gaels,1/23/2017
Siena Saints,Iona Gaels,1/27/2017
Saint Peter's Peacocks,Iona Gaels,1/29/2017
Rider Broncs,Iona Gaels,2/3/2017
Siena Saints,Iona Gaels,2/7/2017
Niagara Purple Eagles,Iona Gaels,2/12/2017
Marist Red Foxes,Iona Gaels,2/17/2017
Rider Broncs,Iona Gaels,2/19/2017
Manhattan Jaspers,Iona Gaels,2/24/2017
Monmouth Hawks,Iona Gaels,2/26/2017
Rider Broncs,Iona Gaels,3/4/2017
Saint Peter's Peacocks,Iona Gaels,3/5/2017
Siena Saints,Iona Gaels,3/6/2017
Xavier (LA),Jackson State Tigers,11/11/2016
Southeastern Louisiana Lions,Jackson State Tigers,11/16/2016
North Carolina Central Eagles,Jackson State Tigers,11/18/2016
Western Carolina Catamounts,Jackson State Tigers,11/26/2016
Blue Mountain,Jackson State Tigers,12/15/2016
Fisk,Jackson State Tigers,12/30/2016
Southern University Jaguars,Jackson State Tigers,1/9/2017
Prairie View A&M Panthers,Jackson State Tigers,1/14/2017
Texas Southern Tigers,Jackson State Tigers,1/16/2017
Mississippi Valley State Delta Devils,Jackson State Tigers,1/28/2017
Southern University Jaguars,Jackson State Tigers,2/6/2017
Prairie View A&M Panthers,Jackson State Tigers,2/11/2017
Texas Southern Tigers,Jackson State Tigers,2/13/2017
Mississippi Valley State Delta Devils,Jackson State Tigers,2/25/2017
Southern University Jaguars,Jackson State Tigers,3/7/2017
Youngstown State Penguins,Jacksonville Dolphins,11/18/2016
South Alabama Jaguars,Jacksonville Dolphins,11/20/2016
Trinity Baptist,Jacksonville Dolphins,11/23/2016
North Carolina A&T Aggies,Jacksonville Dolphins,11/26/2016
Milwaukee Panthers,Jacksonville Dolphins,11/30/2016
Marist Red Foxes,Jacksonville Dolphins,12/10/2016
Fla. Memorial,Jacksonville Dolphins,12/19/2016
Thomas (GA),Jacksonville Dolphins,12/28/2016
South Carolina State Bulldogs,Jacksonville Dolphins,12/31/2016
Middle Ga. St.,Jacksonville Dolphins,1/3/2017
North Florida Ospreys,Jacksonville Dolphins,1/7/2017
NJIT Highlanders,Jacksonville Dolphins,1/12/2017
USC Upstate Spartans,Jacksonville Dolphins,1/14/2017
Lipscomb Bisons,Jacksonville Dolphins,1/19/2017
Kennesaw State Owls,Jacksonville Dolphins,1/21/2017
Stetson Hatters,Jacksonville Dolphins,1/25/2017
Stetson Hatters,Jacksonville Dolphins,1/30/2017
USC Upstate Spartans,Jacksonville Dolphins,2/9/2017
NJIT Highlanders,Jacksonville Dolphins,2/11/2017
Kennesaw State Owls,Jacksonville Dolphins,2/16/2017
Lipscomb Bisons,Jacksonville Dolphins,2/18/2017
North Florida Ospreys,Jacksonville Dolphins,2/23/2017
North Florida Ospreys,Jacksonville Dolphins,2/27/2017
Missouri State Bears,Jacksonville State Gamecocks,11/13/2016
Dalton St.,Jacksonville State Gamecocks,11/22/2016
Northern Arizona Lumberjacks,Jacksonville State Gamecocks,11/26/2016
Samford Bulldogs,Jacksonville State Gamecocks,12/4/2016
Louisiana-Monroe Warhawks,Jacksonville State Gamecocks,12/10/2016
USC Upstate Spartans,Jacksonville State Gamecocks,12/18/2016
UT Martin Skyhawks,Jacksonville State Gamecocks,12/29/2016
Murray State Racers,Jacksonville State Gamecocks,1/5/2017
Fort Valley St.,Jacksonville State Gamecocks,1/10/2017
Tennessee Tech Golden Eagles,Jacksonville State Gamecocks,1/14/2017
Tennessee State Tigers,Jacksonville State Gamecocks,1/21/2017
Morehead State Eagles,Jacksonville State Gamecocks,1/28/2017
Southeast Missouri State Redhawks,Jacksonville State Gamecocks,2/1/2017
SIUE Cougars,Jacksonville State Gamecocks,2/4/2017
Tennessee State Tigers,Jacksonville State Gamecocks,2/11/2017
Tennessee Tech Golden Eagles,Jacksonville State Gamecocks,2/18/2017
Morehead State Eagles,Jacksonville State Gamecocks,2/25/2017
Southeast Missouri State Redhawks,Jacksonville State Gamecocks,3/2/2017
UT Martin Skyhawks,Jacksonville State Gamecocks,3/4/2017
Montana State Bobcats,James Madison Dukes,11/18/2016
Texas Southern Tigers,James Madison Dukes,11/21/2016
Louisiana Ragin' Cajuns,James Madison Dukes,11/23/2016
Longwood Lancers,James Madison Dukes,12/3/2016
Western Michigan Broncos,James Madison Dukes,12/10/2016
Richmond Spiders,James Madison Dukes,12/20/2016
UMBC Retrievers,James Madison Dukes,12/23/2016
East. Mennonite,James Madison Dukes,12/28/2016
Towson Tigers,James Madison Dukes,1/2/2017
Northeastern Huskies,James Madison Dukes,1/7/2017
William & Mary Tribe,James Madison Dukes,1/19/2017
UNCW Seahawks,James Madison Dukes,1/26/2017
Northeastern Huskies,James Madison Dukes,2/4/2017
UNCW Seahawks,James Madison Dukes,2/9/2017
William & Mary Tribe,James Madison Dukes,2/16/2017
Towson Tigers,James Madison Dukes,2/18/2017
Long Beach State 49ers,Kansas Jayhawks,11/29/2016
Brewton Parker,Kennesaw State Owls,11/14/2016
UMBC Retrievers,Kennesaw State Owls,11/19/2016
Rider Broncs,Kennesaw State Owls,12/14/2016
Massachusetts Minutemen,Kennesaw State Owls,12/17/2016
Pacific Tigers,Kennesaw State Owls,12/20/2016
North Carolina A&T Aggies,Kennesaw State Owls,12/22/2016
Mercer Bears,Kennesaw State Owls,12/28/2016
North Georgia,Kennesaw State Owls,12/31/2016
Tennessee State Tigers,Kennesaw State Owls,1/2/2017
Lipscomb Bisons,Kennesaw State Owls,1/7/2017
Stetson Hatters,Kennesaw State Owls,1/14/2017
North Florida Ospreys,Kennesaw State Owls,1/19/2017
NJIT Highlanders,Kennesaw State Owls,1/25/2017
USC Upstate Spartans,Kennesaw State Owls,1/28/2017
NJIT Highlanders,Kennesaw State Owls,1/30/2017
USC Upstate Spartans,Kennesaw State Owls,2/4/2017
Stetson Hatters,Kennesaw State Owls,2/9/2017
North Florida Ospreys,Kennesaw State Owls,2/18/2017
Lipscomb Bisons,Kennesaw State Owls,2/23/2017
USC Upstate Spartans,Kennesaw State Owls,2/27/2017
Mississippi Valley State Delta Devils,Kent State Golden Flashes,11/16/2016
Hiram,Kent State Golden Flashes,11/18/2016
South Dakota Coyotes,Kent State Golden Flashes,11/21/2016
Wofford Terriers,Kent State Golden Flashes,11/23/2016
Northeastern Huskies,Kent State Golden Flashes,11/27/2016
Niagara Purple Eagles,Kent State Golden Flashes,12/7/2016
NJIT Highlanders,Kent State Golden Flashes,12/10/2016
Wright State Raiders,Kent State Golden Flashes,12/18/2016
Ohio Bobcats,Kent State Golden Flashes,1/6/2017
Northern Illinois Huskies,Kent State Golden Flashes,1/10/2017
Western Michigan Broncos,Kent State Golden Flashes,1/14/2017
Toledo Rockets,Kent State Golden Flashes,1/21/2017
Northern Illinois Huskies,Kent State Golden Flashes,1/24/2017
Miami (OH) RedHawks,Kent State Golden Flashes,2/4/2017
Toledo Rockets,Kent State Golden Flashes,2/11/2017
Miami (OH) RedHawks,Kent State Golden Flashes,2/14/2017
Ohio Bobcats,Kent State Golden Flashes,2/25/2017
Ohio Bobcats,Kent State Golden Flashes,3/10/2017
John Jay,LIU Brooklyn Blackbirds,11/11/2016
Loyola Maryland Greyhounds,LIU Brooklyn Blackbirds,11/16/2016
Northeastern Huskies,LIU Brooklyn Blackbirds,11/19/2016
Maine Black Bears,LIU Brooklyn Blackbirds,11/21/2016
Massachusetts-Lowell River Hawks,LIU Brooklyn Blackbirds,11/26/2016
North Carolina Central Eagles,LIU Brooklyn Blackbirds,12/6/2016
Niagara Purple Eagles,LIU Brooklyn Blackbirds,12/21/2016
Mount St. Mary's Mountaineers,LIU Brooklyn Blackbirds,12/29/2016
Robert Morris Colonials,LIU Brooklyn Blackbirds,1/5/2017
Saint Francis U Red Flash,LIU Brooklyn Blackbirds,1/7/2017
St. Francis Brooklyn Terriers,LIU Brooklyn Blackbirds,1/14/2017
Wagner Seahawks,LIU Brooklyn Blackbirds,1/19/2017
Robert Morris Colonials,LIU Brooklyn Blackbirds,1/28/2017
Saint Francis U Red Flash,LIU Brooklyn Blackbirds,2/2/2017
St. Francis Brooklyn Terriers,LIU Brooklyn Blackbirds,2/11/2017
Sacred Heart Pioneers,LIU Brooklyn Blackbirds,2/15/2017
Mount St. Mary's Mountaineers,LIU Brooklyn Blackbirds,2/18/2017
Wagner Seahawks,LIU Brooklyn Blackbirds,2/23/2017
Robert Morris Colonials,LIU Brooklyn Blackbirds,2/25/2017
Robert Morris Colonials,Robert Morris Colonials,3/1/2017
Texas Southern Tigers,La Salle Explorers,11/19/2016
Lehigh Mountain Hawks,La Salle Explorers,11/30/2016
Mercer Bears,La Salle Explorers,12/22/2016
Saint Louis Billikens,La Salle Explorers,1/4/2017
Rhode Island Rams,La Salle Explorers,1/12/2017
VCU Rams,La Salle Explorers,1/22/2017
Penn Quakers,La Salle Explorers,1/25/2017
Saint Joseph's Hawks,La Salle Explorers,1/28/2017
Massachusetts Minutemen,La Salle Explorers,2/1/2017
Richmond Spiders,La Salle Explorers,2/11/2017
St. Bonaventure Bonnies,La Salle Explorers,2/15/2017
Saint Joseph's Hawks,La Salle Explorers,2/18/2017
Rhode Island Rams,La Salle Explorers,2/21/2017
Massachusetts Minutemen,La Salle Explorers,2/26/2017
Saint Louis Billikens,La Salle Explorers,3/1/2017
Centenary (LA),Louisiana-Monroe Warhawks,11/11/2016
Seattle Redhawks,Louisiana-Monroe Warhawks,11/21/2016
Stephen F. Austin Lumberjacks,Louisiana-Monroe Warhawks,11/28/2016
Blue Mountain,Louisiana-Monroe Warhawks,12/12/2016
Northwestern State Demons,Louisiana-Monroe Warhawks,12/17/2016
VCU Rams,Louisiana-Monroe Warhawks,12/22/2016
Little Rock Trojans,Louisiana-Monroe Warhawks,12/31/2016
Louisiana Ragin' Cajuns,Louisiana-Monroe Warhawks,1/7/2017
UT Arlington Mavericks,Louisiana-Monroe Warhawks,1/21/2017
Texas State Bobcats,Louisiana-Monroe Warhawks,1/23/2017
Little Rock Trojans,Louisiana-Monroe Warhawks,1/30/2017
South Alabama Jaguars,Louisiana-Monroe Warhawks,2/11/2017
Troy Trojans,Louisiana-Monroe Warhawks,2/13/2017
Louisiana Ragin' Cajuns,Louisiana-Monroe Warhawks,2/18/2017
UT Arlington Mavericks,Louisiana-Monroe Warhawks,3/2/2017
Texas State Bobcats,Louisiana-Monroe Warhawks,3/4/2017
Texas State Bobcats,Louisiana-Monroe Warhawks,3/10/2017
Saint Peter's Peacocks,Lafayette Leopards,11/14/2016
NJIT Highlanders,Lafayette Leopards,11/17/2016
Princeton Tigers,Lafayette Leopards,11/23/2016
St. Francis Brooklyn Terriers,Lafayette Leopards,12/5/2016
Penn Quakers,Lafayette Leopards,12/7/2016
Sacred Heart Pioneers,Lafayette Leopards,12/11/2016
Moravian,Lafayette Leopards,12/19/2016
Saint Joseph's Hawks,Lafayette Leopards,12/22/2016
Loyola Maryland Greyhounds,Lafayette Leopards,1/2/2017
Navy Midshipmen,Lafayette Leopards,1/14/2017
Lehigh Mountain Hawks,Lafayette Leopards,1/21/2017
Loyola Maryland Greyhounds,Lafayette Leopards,1/28/2017
Navy Midshipmen,Lafayette Leopards,2/11/2017
Lehigh Mountain Hawks,Lafayette Leopards,2/19/2017
Loyola Maryland Greyhounds,Lafayette Leopards,2/28/2017
Howard Payne,Lamar Cardinals,11/11/2016
Prairie View A&M Panthers,Lamar Cardinals,11/25/2016
San Francisco Dons,Lamar Cardinals,12/2/2016
Austin,Lamar Cardinals,12/10/2016
Texas-Rio Grande Valley Vaqueros,Lamar Cardinals,12/16/2016
Liberty Flames,Lamar Cardinals,12/19/2016
Arlington Baptist,Lamar Cardinals,12/21/2016
Huston-Tillotson,Lamar Cardinals,12/29/2016
New Orleans Privateers,Lamar Cardinals,1/5/2017
Southeastern Louisiana Lions,Lamar Cardinals,1/7/2017
Sam Houston State Bearkats,Lamar Cardinals,1/19/2017
Nicholls Colonels,Lamar Cardinals,1/21/2017
Texas A&M-Corpus Christi Islanders,Lamar Cardinals,1/25/2017
Northwestern State Demons,Lamar Cardinals,1/28/2017
McNeese State Cowboys,Lamar Cardinals,2/4/2017
Sam Houston State Bearkats,Lamar Cardinals,2/9/2017
Stephen F. Austin Lumberjacks,Lamar Cardinals,2/16/2017
Texas A&M-Corpus Christi Islanders,Lamar Cardinals,2/18/2017
Northwestern State Demons,Lamar Cardinals,2/22/2017
Nicholls Colonels,Lamar Cardinals,3/2/2017
McNeese State Cowboys,Lamar Cardinals,3/4/2017
Southeastern Louisiana Lions,Lamar Cardinals,3/8/2017
Stephen F. Austin Lumberjacks,Lamar Cardinals,3/9/2017
Yale Bulldogs,Lehigh Mountain Hawks,11/17/2016
Princeton Tigers,Lehigh Mountain Hawks,11/20/2016
Robert Morris Colonials,Lehigh Mountain Hawks,12/3/2016
Stony Brook Seawolves,Lehigh Mountain Hawks,12/6/2016
Mount St. Mary's Mountaineers,Lehigh Mountain Hawks,12/10/2016
Saint Francis U Red Flash,Lehigh Mountain Hawks,12/12/2016
Cabrini,Lehigh Mountain Hawks,12/22/2016
Loyola Maryland Greyhounds,Lehigh Mountain Hawks,1/5/2017
Navy Midshipmen,Lehigh Mountain Hawks,1/18/2017
Loyola Maryland Greyhounds,Lehigh Mountain Hawks,2/1/2017
Navy Midshipmen,Lehigh Mountain Hawks,2/15/2017
Cairn,Liberty Flames,11/11/2016
VCU Rams,Liberty Flames,11/15/2016
Massachusetts-Lowell River Hawks,Liberty Flames,11/21/2016
Mississippi Valley State Delta Devils,Liberty Flames,11/23/2016
William & Mary Tribe,Liberty Flames,11/26/2016
Central Penn,Liberty Flames,11/29/2016
UNCG Spartans,Liberty Flames,12/3/2016
Princeton Tigers,Liberty Flames,12/10/2016
Clarks Summit,Liberty Flames,12/16/2016
Presbyterian Blue Hose,Liberty Flames,12/29/2016
UNC Asheville Bulldogs,Liberty Flames,1/3/2017
Radford Highlanders,Liberty Flames,1/14/2017
Winthrop Eagles,Liberty Flames,1/21/2017
Longwood Lancers,Liberty Flames,1/26/2017
Presbyterian Blue Hose,Liberty Flames,1/31/2017
Radford Highlanders,Liberty Flames,2/4/2017
Winthrop Eagles,Liberty Flames,2/18/2017
Longwood Lancers,Liberty Flames,2/23/2017
UNC Asheville Bulldogs,Liberty Flames,2/25/2017
Radford Highlanders,Liberty Flames,3/2/2017
Sewanee,Lipscomb Bisons,11/11/2016
Morehead State Eagles,Lipscomb Bisons,11/13/2016
Piedmont,Lipscomb Bisons,11/15/2016
Saint Peter's Peacocks,Lipscomb Bisons,11/18/2016
Tennessee Tech Golden Eagles,Lipscomb Bisons,12/1/2016
Tennessee State Tigers,Lipscomb Bisons,12/3/2016
Morehead State Eagles,Lipscomb Bisons,12/10/2016
Tennessee Tech Golden Eagles,Lipscomb Bisons,12/17/2016
Fisk,Lipscomb Bisons,1/5/2017
Stetson Hatters,Lipscomb Bisons,1/12/2017
North Florida Ospreys,Lipscomb Bisons,1/21/2017
USC Upstate Spartans,Lipscomb Bisons,1/25/2017
NJIT Highlanders,Lipscomb Bisons,1/28/2017
USC Upstate Spartans,Lipscomb Bisons,1/30/2017
NJIT Highlanders,Lipscomb Bisons,2/4/2017
Stetson Hatters,Lipscomb Bisons,2/11/2017
North Florida Ospreys,Lipscomb Bisons,2/16/2017
NJIT Highlanders,Lipscomb Bisons,2/27/2017
North Florida Ospreys,Lipscomb Bisons,3/2/2017
Central Baptist,Little Rock Trojans,11/12/2016
Ozarks (AR),Little Rock Trojans,11/14/2016
St. Bonaventure Bonnies,Little Rock Trojans,11/21/2016
Pepperdine Waves,Little Rock Trojans,11/22/2016
Northern Arizona Lumberjacks,Little Rock Trojans,12/14/2016
Oral Roberts Golden Eagles,Little Rock Trojans,12/19/2016
Louisiana Ragin' Cajuns,Little Rock Trojans,1/2/2017
South Alabama Jaguars,Little Rock Trojans,1/21/2017
Troy Trojans,Little Rock Trojans,1/23/2017
Louisiana Ragin' Cajuns,Little Rock Trojans,1/28/2017
Texas State Bobcats,Little Rock Trojans,2/11/2017
UT Arlington Mavericks,Little Rock Trojans,2/13/2017
South Alabama Jaguars,Little Rock Trojans,3/2/2017
Troy Trojans,Little Rock Trojans,3/4/2017
Louisiana Ragin' Cajuns,Little Rock Trojans,3/8/2017
Cal St. L.A.,Long Beach State 49ers,11/11/2016
Wichita State Shockers,Long Beach State 49ers,11/13/2016
New Mexico State Aggies,Long Beach State 49ers,12/3/2016
Pepperdine Waves,Long Beach State 49ers,12/7/2016
Master's,Long Beach State 49ers,12/19/2016
UC Irvine Anteaters,Long Beach State 49ers,1/4/2017
UC Riverside Highlanders,Long Beach State 49ers,1/7/2017
UC Santa Barbara Gauchos,Long Beach State 49ers,1/19/2017
UC Irvine Anteaters,Long Beach State 49ers,2/4/2017
UC Riverside Highlanders,Long Beach State 49ers,2/9/2017
UC Davis Aggies,Long Beach State 49ers,2/16/2017
UC Santa Barbara Gauchos,Long Beach State 49ers,2/18/2017
UC Davis Aggies,Long Beach State 49ers,2/25/2017
UC Irvine Anteaters,Long Beach State 49ers,3/10/2017
Maine Black Bears,Longwood Lancers,11/13/2016
Stephen F. Austin Lumberjacks,Longwood Lancers,11/15/2016
Salem Int'l,Longwood Lancers,11/18/2016
Saint Francis U Red Flash,Longwood Lancers,11/23/2016
Averett,Longwood Lancers,12/14/2016
Presbyterian Blue Hose,Longwood Lancers,1/4/2017
Winthrop Eagles,Longwood Lancers,1/7/2017
UNC Asheville Bulldogs,Longwood Lancers,1/11/2017
Radford Highlanders,Longwood Lancers,1/19/2017
Presbyterian Blue Hose,Longwood Lancers,1/28/2017
UNC Asheville Bulldogs,Longwood Lancers,2/11/2017
Winthrop Eagles,Longwood Lancers,2/15/2017
Radford Highlanders,Longwood Lancers,2/18/2017
Montana State Bobcats,Louisiana Ragin' Cajuns,11/14/2016
Okla. Panhandle,Louisiana Ragin' Cajuns,11/17/2016
Texas Southern Tigers,Louisiana Ragin' Cajuns,11/27/2016
Nicholls Colonels,Louisiana Ragin' Cajuns,12/1/2016
McNeese State Cowboys,Louisiana Ragin' Cajuns,12/3/2016
Loyola (LA),Louisiana Ragin' Cajuns,12/7/2016
New Orleans Privateers,Louisiana Ragin' Cajuns,12/17/2016
Pepperdine Waves,Louisiana Ragin' Cajuns,12/20/2016
Texas State Bobcats,Louisiana Ragin' Cajuns,1/21/2017
UT Arlington Mavericks,Louisiana Ragin' Cajuns,1/23/2017
Troy Trojans,Louisiana Ragin' Cajuns,2/11/2017
South Alabama Jaguars,Louisiana Ragin' Cajuns,2/13/2017
Texas State Bobcats,Louisiana Ragin' Cajuns,3/2/2017
UT Arlington Mavericks,Louisiana Ragin' Cajuns,3/4/2017
Ind.-Northwest,Loyola Chicago Ramblers,11/13/2016
Eureka,Loyola Chicago Ramblers,11/14/2016
Saint Joseph's Hawks,Loyola Chicago Ramblers,11/18/2016
Oral Roberts Golden Eagles,Loyola Chicago Ramblers,11/19/2016
Norfolk State Spartans,Loyola Chicago Ramblers,11/30/2016
San Diego State Aztecs,Loyola Chicago Ramblers,12/3/2016
Wright State Raiders,Loyola Chicago Ramblers,12/7/2016
Milwaukee Panthers,Loyola Chicago Ramblers,12/10/2016
Toledo Rockets,Loyola Chicago Ramblers,12/20/2016
UNI Panthers,Loyola Chicago Ramblers,1/4/2017
Wichita State Shockers,Loyola Chicago Ramblers,1/11/2017
Missouri State Bears,Loyola Chicago Ramblers,1/15/2017
UNI Panthers,Loyola Chicago Ramblers,1/18/2017
Missouri State Bears,Loyola Chicago Ramblers,1/31/2017
Southern Illinois Salukis,Loyola Chicago Ramblers,2/4/2017
Wichita State Shockers,Loyola Chicago Ramblers,2/12/2017
Southern Illinois Salukis,Loyola Chicago Ramblers,2/25/2017
Southern Illinois Salukis,Loyola Chicago Ramblers,3/3/2017
Millersville,Loyola Maryland Greyhounds,11/14/2016
Stony Brook Seawolves,Loyola Maryland Greyhounds,11/30/2016
Mount St. Mary's Mountaineers,Loyola Maryland Greyhounds,12/3/2016
Towson Tigers,Loyola Maryland Greyhounds,12/7/2016
Massachusetts-Lowell River Hawks,Loyola Maryland Greyhounds,12/23/2016
Navy Midshipmen,Loyola Maryland Greyhounds,1/11/2017
Navy Midshipmen,Loyola Maryland Greyhounds,2/8/2017
Vanguard,Loyola Marymount Lions,11/11/2016
Nevada Wolf Pack,Loyola Marymount Lions,11/14/2016
Portland State Vikings,Loyola Marymount Lions,11/25/2016
Southern Utah Thunderbirds,Loyola Marymount Lions,12/8/2016
UT Arlington Mavericks,Loyola Marymount Lions,12/22/2016
Morgan State Bears,Loyola Marymount Lions,12/26/2016
Pepperdine Waves,Loyola Marymount Lions,1/5/2017
Santa Clara Broncos,Loyola Marymount Lions,1/7/2017
Portland Pilots,Loyola Marymount Lions,1/14/2017
San Diego Toreros,Loyola Marymount Lions,1/19/2017
Santa Clara Broncos,Loyola Marymount Lions,1/21/2017
Pacific Tigers,Loyola Marymount Lions,1/26/2017
San Diego Toreros,Loyola Marymount Lions,2/2/2017
San Francisco Dons,Loyola Marymount Lions,2/4/2017
Portland Pilots,Loyola Marymount Lions,2/11/2017
Pepperdine Waves,Loyola Marymount Lions,2/18/2017
San Francisco Dons,Loyola Marymount Lions,2/23/2017
Pacific Tigers,Loyola Marymount Lions,2/25/2017
Northeastern Huskies,Maine Black Bears,11/20/2016
Me.-Presque Isle,Maine Black Bears,11/26/2016
Quinnipiac Bobcats,Maine Black Bears,12/18/2016
Vermont Catamounts,Maine Black Bears,1/5/2017
UMBC Retrievers,Maine Black Bears,1/8/2017
Massachusetts-Lowell River Hawks,Maine Black Bears,1/11/2017
Stony Brook Seawolves,Maine Black Bears,1/14/2017
New Hampshire Wildcats,Maine Black Bears,1/19/2017
Vermont Catamounts,Maine Black Bears,2/1/2017
UMBC Retrievers,Maine Black Bears,2/4/2017
Massachusetts-Lowell River Hawks,Maine Black Bears,2/9/2017
Stony Brook Seawolves,Maine Black Bears,2/12/2017
New Hampshire Wildcats,Maine Black Bears,2/15/2017
Vermont Catamounts,Maine Black Bears,3/1/2017
Winthrop Eagles,Manhattan Jaspers,11/14/2016
Saint Peter's Peacocks,Manhattan Jaspers,12/4/2016
Morgan State Bears,Manhattan Jaspers,12/6/2016
St. Francis Brooklyn Terriers,Manhattan Jaspers,12/20/2016
Marist Red Foxes,Manhattan Jaspers,1/2/2017
Quinnipiac Bobcats,Manhattan Jaspers,1/7/2017
Niagara Purple Eagles,Manhattan Jaspers,1/10/2017
Rider Broncs,Manhattan Jaspers,1/13/2017
Monmouth Hawks,Manhattan Jaspers,1/20/2017
Siena Saints,Manhattan Jaspers,1/22/2017
Niagara Purple Eagles,Manhattan Jaspers,1/26/2017
Marist Red Foxes,Manhattan Jaspers,2/4/2017
Monmouth Hawks,Manhattan Jaspers,2/10/2017
Saint Peter's Peacocks,Manhattan Jaspers,2/12/2017
Siena Saints,Manhattan Jaspers,2/16/2017
Quinnipiac Bobcats,Manhattan Jaspers,2/19/2017
Rider Broncs,Manhattan Jaspers,2/22/2017
Rider Broncs,Manhattan Jaspers,3/2/2017
Vermont Catamounts,Marist Red Foxes,11/16/2016
Massachusetts-Lowell River Hawks,Marist Red Foxes,11/29/2016
Niagara Purple Eagles,Marist Red Foxes,12/2/2016
Quinnipiac Bobcats,Marist Red Foxes,12/4/2016
Rider Broncs,Marist Red Foxes,1/6/2017
Monmouth Hawks,Marist Red Foxes,1/8/2017
Niagara Purple Eagles,Marist Red Foxes,1/16/2017
Rider Broncs,Marist Red Foxes,1/21/2017
Saint Peter's Peacocks,Marist Red Foxes,1/26/2017
Monmouth Hawks,Marist Red Foxes,1/30/2017
Siena Saints,Marist Red Foxes,2/11/2017
Saint Peter's Peacocks,Marist Red Foxes,2/14/2017
Quinnipiac Bobcats,Marist Red Foxes,2/23/2017
Siena Saints,Marist Red Foxes,2/26/2017
Massachusetts-Lowell River Hawks,Massachusetts Minutemen,11/11/2016
